year,flow,hs_section,share_of_flow_pct
2022,export,15 Base metal and articles of base metal,21.32219924893037
2022,export,16 Machinery. appliances and electric materials,3.08786432238867
2022,export,17 Transport means,1.114176815059878
2022,export,18 Optical. medical. photog. musical instr,0.3099891057821537
2022,export,19 Arms and ammunition,0.0
2022,export,20 Miscellaneous manufactured articles,18.01394499973441
2022,export,21 Works of art,0.030167061377442055
2023,import,01 Live animals,4.772076377558591
2023,import,02 Vegetable products,4.050649768988678
2023,import,03 Edible oils,0.7396790211839529
2023,import,04 Prepared foodstufs beverageas and tobacco,12.138040292538854
2023,import,05 Mineral products,14.569785564572472
2023,import,06 Product of chemical industries,6.919151614341394
2023,import,07 Plastics. rubber and articles therof,5.834130186346993
2023,import,08 Leather and their articles,0.29560458243719057
2023,import,09 Wood and articles of wood,1.9906622009097137
2023,import,10 Paper and their articles,1.4009571700377859
2023,import,11 Textils and textile articles,5.356981699928308
2023,import,12 Footwear,1.114005583210214
2023,import,13 Articl. of stone. plaster. ceramic product and glass,3.2189312671602255
2023,import,14 Pearls. precious stones. metals etc,0.3681579225779978
2023,import,15 Base metal and articles of base metal,9.998975836847768
2023,import,16 Machinery. appliances and electric materials,11.43550831110088
2023,import,17 Transport means,9.988429998448545
2023,import,18 Optical. medical. photog. musical instr,1.136111282931662
2023,import,19 Arms and ammunition,1.908678447584986
2023,import,20 Miscellaneous manufactured articles,2.6697871532083854
2023,import,21 Works of art,0.09369571808540304
2023,export,01 Live animals,1.7106697070432337
2023,export,02 Vegetable products,3.9039534053133327
2023,export,03 Edible oils,0.935350788025312
2023,export,04 Prepared foodstufs beverageas and tobacco,10.39108217258716
2023,export,05 Mineral products,7.154271637499199
2023,export,06 Product of chemical industries,2.8138364607086275
2023,export,07 Plastics. rubber and articles therof,13.693141752978562
2023,export,08 Leather and their articles,0.7488758848686319
2023,export,09 Wood and articles of wood,1.6478245739351813
2023,export,10 Paper and their articles,1.3389790928322207
2023,export,11 Textils and textile articles,4.712240263010888
2023,export,12 Footwear,0.5601115415258661
2023,export,13 Articl. of stone. plaster. ceramic product and glass,3.5599650173539565
2023,export,14 Pearls. precious stones. metals etc,1.7293286445598322
2023,export,15 Base metal and articles of base metal,22.029336886544503
2023,export,16 Machinery. appliances and electric materials,4.036511992087695
2023,export,17 Transport means,1.2730432154729525
2023,export,18 Optical. medical. photog. musical instr,0.27954064672106377
2023,export,19 Arms and ammunition,0.0
2023,export,20 Miscellaneous manufactured articles,17.44519080194511
2023,export,21 Works of art,0.03674551498667546
2024,import,01 Live animals,5.100471369646859
2024,import,02 Vegetable products,3.860810640257743
2024,import,03 Edible oils,0.7543515512123938
2024,import,04 Prepared foodstufs beverageas and tobacco,12.157013750531366
2024,import,05 Mineral products,13.985760957130918
2024,import,06 Product of chemical industries,7.505511452078466
2024,import,07 Plastics. rubber and articles therof,5.591102058090171
2024,import,08 Leather and their articles,0.2992917839021018
2024,import,09 Wood and articles of wood,1.9604820566208692
2024,import,10 Paper and their articles,1.3075531538817513
2024,import,11 Textils and textile articles,5.342231191522253
2024,import,12 Footwear,1.0798898400281804
2024,import,13 Articl. of stone. plaster. ceramic product and glass,2.937536457839511
2024,import,14 Pearls. precious stones. metals etc,0.27992085862489663
2024,import,15 Base metal and articles of base metal,9.897569561086856
2024,import,16 Machinery. appliances and electric materials,12.261607328426033
2024,import,17 Transport means,11.642365626371584
2024,import,18 Optical. medical. photog. musical instr,1.1642805161142866
2024,import,19 Arms and ammunition,0.2019976227447942
2024,import,20 Miscellaneous manufactured articles,2.579158642540812
2024,import,21 Works of art,0.09109358134815361
2024,export,01 Live animals,1.8179911975634448
2024,export,02 Vegetable products,4.2313541265127865
2024,export,03 Edible oils,0.7666125868912319
2024,export,04 Prepared foodstufs beverageas and tobacco,11.27118536372532
2024,export,05 Mineral products,9.124373599467956
2024,export,06 Product of chemical industries,3.268720003727692
2024,export,07 Plastics. rubber and articles therof,12.761309097686713
2024,export,08 Leather and their articles,0.6646305560615239
2024,export,09 Wood and articles of wood,1.8456311872275715
2024,export,10 Paper and their articles,1.4625896446408073
2024,export,11 Textils and textile articles,5.964413248556578
2024,export,12 Footwear,0.5164759754480643
2024,export,13 Articl. of stone. plaster. ceramic product and glass,3.9523067212830036
2024,export,14 Pearls. precious stones. metals etc,1.4522114109738171
2024,export,15 Base metal and articles of base metal,23.65845444802623
2024,export,16 Machinery. appliances and electric materials,4.769433772043157
2024,export,17 Transport means,1.2534364661478963
2024,export,18 Optical. medical. photog. musical instr,0.2205904155953082
2024,export,19 Arms and ammunition,0.0
2024,export,20 Miscellaneous manufactured articles,10.956873144096479
2024,export,21 Works of art,0.04140703432441935
